"Geographic Area Name (NAME)","2017 NAICS Code (NAICS)","Meaning of NAICS Code (NAICS_LABEL)","Meaning of Establishments located in Metropolitan or Micropolitan Statistical Area indicator (METRO_LABEL)","Year (YEAR)","Number of firms (FIRM)","Number of establishments (ESTAB)","Number of employees (EMP)","(DHS) denominator (DENOM)","Number of establishments born during the last 12 months (ESTABS_ENTRY)","Rate of establishments born during the last 12 months (ESTABS_ENTRY_RATE)","Number of establishments exited during the last 12 months (ESTABS_EXIT)","Rate of establishments exited during the last 12 months (ESTABS_EXIT_RATE)","Number of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION)","Number of jobs created from opening establishments during the last 12 months (JOB_CREATION_BIRTHS)","Number of jobs created from expanding establishments during the last 12 months (JOB_CREATION_CONTINUERS)","Rate of jobs created from opening establishments during the last 12 months (JOB_CREATION_RATE_BIRTHS)","Rate of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION_RATE)","Number of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION)","Number of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_DEATHS)","Number of jobs lost from contracting establishments during the last 12 months (JOB_DESTRUCTION_CONTINUERS)","Rate of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_RATE_DEATHS)","Rate of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION_RATE)","Number of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION)","Rate of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION_RATE)","Rate of reallocation during the last 12 months (REALLOCATION_RATE)","Number of firms that exited during the last 12 months (FIRMDEATH_FIRMS)","Number of establishments associated with firm deaths during the last 12 months (FIRMDEATH_ESTABS)","Number of employees associated with firm deaths during the last 12 months (FIRMDEATH_EMP)"
"Arizona","00","Total for all sectors","Total","1992","64,895","80,802","1,270,962","1,263,194","11,221","13.966","10,313","12.835","243,816","93,583","150,233","7.408","19.302","227,988","81,624","146,364","6.462","18.049","15,828","1.253","36.097","6,511","6,686","42,293"
"Arizona","00","Total for all sectors","Total","1993","66,946","82,289","1,317,360","1,293,439","11,160","13.686","9,667","11.855","250,776","82,972","167,804","6.415","19.388","204,453","77,137","127,316","5.964","15.807","46,323","3.581","31.614","6,190","6,360","41,198"
"Arizona","00","Total for all sectors","Total","1994","69,730","86,078","1,414,213","1,368,244","12,882","15.291","9,216","10.940","298,389","114,758","183,631","8.387","21.808","205,427","79,378","126,049","5.801","15.014","92,962","6.794","30.028","6,421","6,582","41,806"
"Arizona","00","Total for all sectors","Total","1995","72,416","89,387","1,499,122","1,456,329","13,028","14.851","9,705","11.063","292,650","112,887","179,763","7.751","20.095","206,413","79,474","126,939","5.457","14.174","86,237","5.922","28.347","6,651","6,843","48,933"
"Arizona","00","Total for all sectors","Total","1996","74,304","92,105","1,569,033","1,528,447","13,160","14.535","10,031","11.079","295,001","110,787","184,214","7.248","19.301","213,029","77,978","135,051","5.102","13.938","81,972","5.363","27.875","6,974","7,158","49,175"
"Arizona","00","Total for all sectors","Total","1997","76,464","95,154","1,672,652","1,626,768","14,433","15.413","11,411","12.186","366,925","138,807","228,118","8.533","22.555","276,056","113,280","162,776","6.964","16.970","90,869","5.586","33.939","7,466","7,639","52,127"
"Arizona","00","Total for all sectors","Total","1998","77,919","97,195","1,751,750","1,717,061","12,959","13.451","11,260","11.687","338,177","126,640","211,537","7.375","19.695","270,009","104,102","165,907","6.063","15.725","68,168","3.970","31.450","7,405","7,591","51,487"
"Arizona","00","Total for all sectors","Total","1999","79,431","99,953","1,821,519","1,784,922","13,831","14.031","11,080","11.240","348,927","130,583","218,344","7.316","19.549","274,775","101,269","173,506","5.674","15.394","74,152","4.154","30.788","7,310","7,579","56,273"
"Arizona","00","Total for all sectors","Total","2000","80,294","101,738","1,922,122","1,876,667","13,558","13.441","11,826","11.724","377,724","135,419","242,305","7.216","20.127","286,409","99,458","186,951","5.300","15.262","91,315","4.866","30.523","7,645","7,903","51,643"
"Arizona","00","Total for all sectors","Total","2001","81,492","103,478","1,944,720","1,935,966","13,983","13.626","12,272","11.958","354,097","134,407","219,690","6.943","18.290","335,691","139,794","195,897","7.221","17.340","18,406","0.951","34.679","7,406","7,635","52,386"
"Arizona","00","Total for all sectors","Total","2002","82,144","105,098","1,933,769","1,942,446","14,820","14.202","13,320","12.765","386,683","157,850","228,833","8.126","19.907","404,611","144,155","260,456","7.421","20.830","−17,928","−0.923","39.814","7,827","8,060","62,443"
"Arizona","00","Total for all sectors","Total","2003","84,197","107,571","1,980,647","1,958,096","14,564","13.699","12,047","11.332","389,557","140,158","249,399","7.158","19.895","347,288","130,952","216,336","6.688","17.736","42,269","2.159","35.472","7,725","7,852","53,430"
"Arizona","00","Total for all sectors","Total","2004","86,226","110,265","2,043,400","2,010,553","14,607","13.408","11,958","10.977","365,936","130,854","235,082","6.508","18.201","299,242","117,503","181,739","5.844","14.884","66,694","3.317","29.767","7,558","7,775","50,593"
"Arizona","00","Total for all sectors","Total","2005","89,389","114,844","2,165,845","2,105,323","16,292","14.473","11,745","10.433","412,971","160,645","252,326","7.630","19.616","293,674","100,703","192,971","4.783","13.949","119,297","5.666","27.898","7,595","7,839","49,713"
"Arizona","00","Total for all sectors","Total","2006","94,666","122,344","2,341,793","2,256,370","19,578","16.508","12,077","10.184","459,179","176,583","282,596","7.826","20.350","287,229","103,425","183,804","4.584","12.730","171,950","7.621","25.459","8,079","8,260","54,359"
"Arizona","00","Total for all sectors","Total","2007","97,172","126,169","2,388,460","2,365,054","18,193","14.643","14,343","11.544","448,528","156,379","292,149","6.612","18.965","402,595","129,886","272,709","5.492","17.023","45,933","1.942","34.045","9,168","9,343","59,043"
"Arizona","00","Total for all sectors","Total","2008","96,288","125,777","2,313,457","2,350,769","15,908","12.631","16,238","12.893","353,049","132,543","220,506","5.638","15.018","427,129","131,175","295,954","5.580","18.170","−74,080","−3.151","30.037","10,883","11,103","71,291"
"Arizona","00","Total for all sectors","Total","2009","91,334","120,715","2,127,763","2,222,422","13,108","10.616","18,619","15.080","285,202","116,683","168,519","5.250","12.833","474,078","160,415","313,663","7.218","21.332","−188,876","−8.499","25.666","12,252","12,477","98,783"
"Arizona","00","Total for all sectors","Total","2010","88,480","117,872","2,059,056","2,090,604","13,168","11.038","16,028","13.435","288,855","114,723","174,132","5.488","13.817","351,624","107,408","244,216","5.138","16.819","−62,769","−3.002","27.634","10,031","10,312","52,836"
"Arizona","00","Total for all sectors","Total","2011","87,587","117,243","2,112,955","2,085,542","13,569","11.543","14,194","12.074","323,022","107,371","215,651","5.148","15.489","268,799","98,654","170,145","4.730","12.889","54,223","2.600","25.777","9,012","9,275","49,540"
"Arizona","00","Total for all sectors","Total","2012","87,797","117,242","2,138,437","2,126,124","12,965","11.058","12,962","11.056","319,527","101,937","217,590","4.795","15.029","296,914","103,641","193,273","4.875","13.965","22,613","1.064","27.930","7,793","8,018","43,211"
"Arizona","00","Total for all sectors","Total","2013","88,532","118,345","2,180,563","2,159,434","13,028","11.062","11,889","10.095","307,524","101,953","205,571","4.721","14.241","265,296","89,129","176,167","4.127","12.285","42,228","1.956","24.571","7,378","7,471","43,493"
"Arizona","00","Total for all sectors","Total","2014","89,439","120,282","2,234,548","2,208,534","13,364","11.200","11,451","9.596","340,438","114,105","226,333","5.167","15.415","287,796","86,715","201,081","3.926","13.031","52,642","2.384","26.062","7,244","7,373","43,640"
"Arizona","00","Total for all sectors","Total","2015","90,715","121,967","2,305,949","2,270,172","13,330","11.006","11,636","9.607","330,705","111,864","218,841","4.928","14.567","259,390","89,046","170,344","3.922","11.426","71,315","3.141","22.852","7,154","7,346","42,027"
"Arizona","00","Total for all sectors","Total","2016","92,508","124,890","2,400,540","2,353,987","13,818","11.194","10,910","8.839","369,285","130,677","238,608","5.551","15.688","277,178","98,207","178,971","4.172","11.775","92,107","3.913","23.550","6,990","7,198","57,434"
"Arizona","00","Total for all sectors","Total","2017","94,024","126,912","2,453,512","2,424,901","13,833","10.987","11,810","9.380","359,181","116,255","242,926","4.794","14.812","301,892","111,475","190,417","4.597","12.450","57,289","2.363","24.899","7,287","7,448","46,507"
"Arizona","00","Total for all sectors","Total","2018","95,528","128,122","2,540,649","2,497,590","13,199","10.351","11,973","9.390","360,116","114,435","245,681","4.582","14.419","272,390","91,955","180,435","3.682","10.906","87,726","3.512","21.812","7,697","7,940","45,900"
"Arizona","00","Total for all sectors","Total","2019","97,037","129,882","2,617,189","2,580,311","13,385","10.375","11,648","9.029","353,579","113,560","240,019","4.401","13.703","279,421","97,180","182,241","3.766","10.829","74,158","2.874","21.658","8,031","8,181","54,279"
"Arizona","00","Total for all sectors","Total","2020","97,850","130,757","2,653,106","2,639,261","13,497","10.357","12,615","9.680","334,120","108,622","225,498","4.116","12.660","307,008","95,243","211,765","3.609","11.632","27,112","1.027","23.265","9,026","9,268","54,075"
"Arkansas","00","Total for all sectors","Total","1978","36,667","42,030","574,708","551,143","6,979","16.979","5,126","12.471","116,437","41,664","74,773","7.560","21.126","69,213","26,154","43,059","4.745","12.558","47,224","8.568","25.116","3,858","3,881","17,071"
"Arkansas","00","Total for all sectors","Total","1979","37,449","42,895","598,252","586,334","6,193","14.586","5,322","12.534","105,606","35,836","69,770","6.112","18.011","81,446","27,229","54,217","4.644","13.891","24,160","4.121","27.781","3,987","4,024","18,585"
"Arkansas","00","Total for all sectors","Total","1980","37,464","42,979","599,984","600,121","5,546","12.915","5,475","12.749","94,659","31,779","62,880","5.295","15.773","94,858","29,277","65,581","4.879","15.806","−199","−0.033","31.547","4,125","4,181","17,447"
"Arkansas","00","Total for all sectors","Total","1981","37,100","42,885","595,814","597,030","5,444","12.689","5,478","12.769","90,148","36,937","53,211","6.187","15.099","93,058","27,861","65,197","4.667","15.587","−2,910","−0.487","30.199","4,079","4,118","18,676"
"Arkansas","00","Total for all sectors","Total","1982","36,486","42,463","576,269","586,177","5,433","12.733","5,842","13.692","84,057","30,345","53,712","5.177","14.340","103,804","30,889","72,915","5.270","17.709","−19,747","−3.369","28.680","4,252","4,283","19,793"
"Arkansas","00","Total for all sectors","Total","1983","37,168","43,214","574,095","574,557","5,815","13.572","5,081","11.858","91,082","31,351","59,731","5.457","15.853","92,133","31,849","60,284","5.543","16.035","−1,051","−0.183","31.705","3,610","3,658","16,450"
"Arkansas","00","Total for all sectors","Total","1984","39,276","45,434","639,069","607,427","7,090","15.988","4,913","11.079","134,235","55,923","78,312","9.207","22.099","72,215","27,649","44,566","4.552","11.889","62,020","10.210","23.777","3,560","3,637","16,722"
"Arkansas","00","Total for all sectors","Total","1985","39,600","45,830","650,681","644,597","6,235","13.663","5,845","12.808","113,893","37,659","76,234","5.842","17.669","101,265","40,420","60,845","6.271","15.710","12,628","1.959","31.420","4,400","4,466","25,199"
"Arkansas","00","Total for all sectors","Total","1986","39,829","46,212","661,597","654,196","6,223","13.525","5,824","12.657","115,897","43,426","72,471","6.638","17.716","100,678","35,662","65,016","5.451","15.390","15,219","2.326","30.779","4,308","4,380","22,667"
"Arkansas","00","Total for all sectors","Total","1987","39,903","46,562","685,293","676,725","6,426","13.851","6,087","13.121","121,636","45,042","76,594","6.656","17.974","104,424","39,120","65,304","5.781","15.431","17,212","2.543","30.862","4,369","4,424","24,401"
"Arkansas","00","Total for all sectors","Total","1988","40,117","47,165","705,667","696,601","6,264","13.362","5,691","12.140","125,406","43,523","81,883","6.248","18.003","106,732","40,360","66,372","5.794","15.322","18,674","2.681","30.644","4,014","4,062","23,772"
"Arkansas","00","Total for all sectors","Total","1989","40,490","47,848","724,765","714,211","5,975","12.575","5,309","11.173","122,474","45,632","76,842","6.389","17.148","101,702","39,998","61,704","5.600","14.240","20,772","2.908","28.480","3,935","4,014","25,400"
"Arkansas","00","Total for all sectors","Total","1990","41,306","48,873","749,841","736,795","6,118","12.650","5,101","10.547","123,671","44,148","79,523","5.992","16.785","97,159","32,305","64,854","4.385","13.187","26,512","3.598","26.373","3,790","3,848","21,555"
"Arkansas","00","Total for all sectors","Total","1991","41,164","49,296","759,543","757,432","5,978","12.184","5,516","11.242","117,904","44,251","73,653","5.842","15.566","114,293","37,236","77,057","4.916","15.090","3,611","0.477","30.179","3,946","3,996","23,108"
"Arkansas","00","Total for all sectors","Total","1992","41,632","49,979","781,235","775,910","6,006","12.106","5,273","10.628","127,530","41,238","86,292","5.315","16.436","116,762","35,781","80,981","4.611","15.048","10,768","1.388","30.097","3,582","3,657","21,856"
"Arkansas","00","Total for all sectors","Total","1993","43,009","51,268","812,995","796,813","6,256","12.358","4,969","9.815","129,411","40,081","89,330","5.030","16.241","97,558","32,595","64,963","4.091","12.244","31,853","3.998","24.487","3,425","3,482","17,817"
"Arkansas","00","Total for all sectors","Total","1994","44,147","52,802","838,239","826,228","6,593","12.667","5,086","9.772","133,767","52,295","81,472","6.329","16.190","109,397","40,729","68,668","4.930","13.241","24,370","2.950","26.481","3,661","3,739","23,806"
"Arkansas","00","Total for all sectors","Total","1995","45,373","54,407","882,018","859,559","6,741","12.576","5,130","9.571","145,969","48,613","97,356","5.656","16.982","100,881","39,862","61,019","4.637","11.736","45,088","5.245","23.473","3,743","3,794","22,686"
"Arkansas","00","Total for all sectors","Total","1996","45,750","55,076","891,118","883,956","6,453","11.811","5,571","10.197","129,695","44,423","85,272","5.025","14.672","115,088","35,030","80,058","3.963","13.020","14,607","1.652","26.039","4,068","4,181","23,114"
"Arkansas","00","Total for all sectors","Total","1997","46,011","55,575","907,096","900,100","6,685","12.083","6,188","11.185","145,134","51,702","93,432","5.744","16.124","131,274","48,957","82,317","5.439","14.584","13,860","1.540","29.169","4,322","4,422","25,001"
"Arkansas","00","Total for all sectors","Total","1998","46,001","55,998","947,911","932,162","6,335","11.337","6,094","10.906","150,409","58,591","91,818","6.285","16.136","118,728","41,096","77,632","4.409","12.737","31,681","3.399","25.474","4,236","4,336","24,829"
"Arkansas","00","Total for all sectors","Total","1999","46,028","56,315","952,949","950,539","6,273","11.166","5,997","10.675","141,780","47,290","94,490","4.975","14.916","137,240","53,662","83,578","5.645","14.438","4,540","0.478","28.876","4,142","4,262","24,909"
"Arkansas","00","Total for all sectors","Total","2000","46,131","56,716","988,474","971,362","6,275","11.100","5,909","10.452","150,811","46,223","104,588","4.759","15.526","115,988","42,107","73,881","4.335","11.941","34,823","3.585","23.882","3,995","4,081","23,130"
"Arkansas","00","Total for all sectors","Total","2001","45,554","56,523","982,450","985,064","6,099","10.772","6,293","11.114","141,053","55,324","85,729","5.616","14.319","146,046","50,215","95,831","5.098","14.826","−4,993","−0.507","28.638","4,306","4,438","28,488"
"Arkansas","00","Total for all sectors","Total","2002","46,006","57,400","971,146","979,913","6,887","12.071","6,195","10.858","151,775","54,615","97,160","5.573","15.489","170,113","59,822","110,291","6.105","17.360","−18,338","−1.871","30.977","3,897","3,989","35,455"
"Arkansas","00","Total for all sectors","Total","2003","46,715","58,500","982,318","976,794","6,512","11.240","5,385","9.295","141,164","46,662","94,502","4.777","14.452","130,245","40,214","90,031","4.117","13.334","10,919","1.118","26.668","3,724","3,789","18,225"
"Arkansas","00","Total for all sectors","Total","2004","47,156","59,087","997,508","990,164","6,150","10.460","5,564","9.464","144,870","47,603","97,267","4.808","14.631","130,795","45,449","85,346","4.590","13.209","14,075","1.421","26.419","3,841","3,901","20,819"
"Arkansas","00","Total for all sectors","Total","2005","47,514","59,907","1,013,674","1,005,744","6,404","10.763","5,593","9.400","137,334","46,309","91,025","4.604","13.655","121,740","38,203","83,537","3.798","12.104","15,594","1.550","24.209","3,985","4,043","22,775"
"Arkansas","00","Total for all sectors","Total","2006","47,863","61,116","1,044,049","1,028,867","7,110","11.751","5,894","9.741","146,105","51,794","94,311","5.034","14.201","115,419","34,890","80,529","3.391","11.218","30,686","2.983","22.436","4,212","4,298","21,297"
