"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"District of Columbia","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","163","24,855","4,773","248"
"District of Columbia","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","46","28,926","6,767","304"
"District of Columbia","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","25","40,082","9,191","359"
"District of Columbia","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","37","112,701","27,182","1,187"
"District of Columbia","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","17","147,081","35,325","1,184"
"District of Columbia","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2019","9","193,148","49,834","1,334"
"District of Columbia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","106","275,717","72,074","2,191"
"District of Columbia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","49","8,639","2,043","97"
"District of Columbia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","20","12,840","3,123","131"
"District of Columbia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","12","18,888","4,252","170"
"District of Columbia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","14","42,523","11,657","460"
"District of Columbia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","8","77,744","17,798","584"
"District of Columbia","541511","Custom computer programming services","S-corporations ","All establishments","2019","145","231,259","50,142","2,100"
"District of Columbia","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","87","13,912","2,216","122"
"District of Columbia","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","21","13,151","3,016","140"
"District of Columbia","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","8","13,292","3,099","114"
"District of Columbia","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","18","59,777","13,322","589"
"District of Columbia","541511","Custom computer programming services","S-corporations ","Establishments with 50 to 99 employees","2019","6","44,811","10,181","380"
"District of Columbia","541511","Custom computer programming services","S-corporations ","Establishments with 100 to 249 employees","2019","5","86,316","18,308","755"
"District of Columbia","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","7","4,908","1,870","72"
"District of Columbia","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","6","138","21","4"
"District of Columbia","541511","Custom computer programming services","Partnerships","All establishments","2019","37","71,251","19,606","669"
"District of Columbia","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","19","2,033","470","23"
"District of Columbia","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2019","4","2,254","457","27"
"District of Columbia","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2019","5","7,902","1,840","75"
"District of Columbia","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2019","5","10,401","2,203","138"
"District of Columbia","541511","Custom computer programming services","Non-profit","All establishments","2019","3","814","194","8"
"Florida","541511","Custom computer programming services","All establishments","All establishments","2019","4,031","2,948,114","698,084","34,703"
"Florida","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","3,207","306,043","63,247","4,372"
